timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu
2025/06/02 05:36:27.490, 32 %, 6 %, [N/A], 0
2025/06/02 05:36:32.521, 33 %, 7 %, [N/A], 0
2025/06/02 05:36:37.531, 32 %, 6 %, [N/A], 0
2025/06/02 05:36:42.582, 32 %, 7 %, [N/A], 0
2025/06/02 05:36:47.599, 32 %, 6 %, [N/A], 0
2025/06/02 05:36:52.640, 24 %, 5 %, [N/A], 0
2025/06/02 05:36:57.674, 33 %, 7 %, [N/A], 0
2025/06/02 05:37:02.679, 32 %, 6 %, [N/A], 0
2025/06/02 05:37:07.691, 32 %, 6 %, [N/A], 0
2025/06/02 05:37:12.700, 33 %, 6 %, [N/A], 0
2025/06/02 05:37:17.720, 33 %, 7 %, [N/A], 0
2025/06/02 05:37:22.752, 33 %, 6 %, [N/A], 0
2025/06/02 05:37:27.756, 32 %, 7 %, [N/A], 0
2025/06/02 05:37:32.780, 32 %, 6 %, [N/A], 0
2025/06/02 05:37:37.825, 32 %, 6 %, [N/A], 0
2025/06/02 05:37:42.850, 32 %, 6 %, [N/A], 0
2025/06/02 05:37:47.904, 32 %, 6 %, [N/A], 0
2025/06/02 05:37:52.921, 31 %, 6 %, [N/A], 0
2025/06/02 05:37:57.968, 25 %, 5 %, [N/A], 0
2025/06/02 05:38:03.046, 31 %, 6 %, [N/A], 0
2025/06/02 05:38:08.076, 25 %, 5 %, [N/A], 0
2025/06/02 05:38:13.101, 23 %, 4 %, [N/A], 0
2025/06/02 05:38:18.160, 31 %, 6 %, [N/A], 0
2025/06/02 05:38:23.188, 31 %, 6 %, [N/A], 0
2025/06/02 05:38:28.231, 31 %, 6 %, [N/A], 0
2025/06/02 05:38:33.259, 32 %, 6 %, [N/A], 0
2025/06/02 05:38:38.277, 32 %, 6 %, [N/A], 0
2025/06/02 05:38:43.309, 32 %, 6 %, [N/A], 0
2025/06/02 05:38:48.370, 32 %, 6 %, [N/A], 0
2025/06/02 05:38:53.498, 31 %, 6 %, [N/A], 0
2025/06/02 05:38:58.533, 31 %, 6 %, [N/A], 0
2025/06/02 05:39:03.592, 30 %, 6 %, [N/A], 0
2025/06/02 05:39:08.610, 30 %, 6 %, [N/A], 0
2025/06/02 05:39:13.649, 30 %, 6 %, [N/A], 0
2025/06/02 05:39:18.694, 29 %, 6 %, [N/A], 0
2025/06/02 05:39:23.751, 31 %, 6 %, [N/A], 0
2025/06/02 05:39:28.876, 31 %, 6 %, [N/A], 0
2025/06/02 05:39:33.903, 30 %, 6 %, [N/A], 0
2025/06/02 05:39:38.909, 30 %, 6 %, [N/A], 0
2025/06/02 05:39:43.931, 30 %, 6 %, [N/A], 0
2025/06/02 05:39:48.951, 32 %, 6 %, [N/A], 0
2025/06/02 05:39:53.982, 31 %, 6 %, [N/A], 0
2025/06/02 05:39:58.993, 30 %, 6 %, [N/A], 0
2025/06/02 05:40:04.000, 30 %, 6 %, [N/A], 0
2025/06/02 05:40:09.042, 32 %, 6 %, [N/A], 0
2025/06/02 05:40:14.067, 30 %, 6 %, [N/A], 0
2025/06/02 05:40:19.074, 31 %, 6 %, [N/A], 0
2025/06/02 05:40:24.100, 30 %, 6 %, [N/A], 0
2025/06/02 05:40:29.112, 28 %, 5 %, [N/A], 0
2025/06/02 05:40:34.132, 30 %, 6 %, [N/A], 0
2025/06/02 05:40:39.149, 29 %, 6 %, [N/A], 0
2025/06/02 05:40:44.248, 22 %, 4 %, [N/A], 0
