timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu
2025/05/31 21:31:34.321, 0 %, 0 %, [N/A], 0
2025/05/31 21:31:39.326, 0 %, 0 %, [N/A], 0
2025/05/31 21:31:44.329, 0 %, 0 %, [N/A], 0
2025/05/31 21:31:49.333, 0 %, 0 %, [N/A], 0
2025/05/31 21:31:54.337, 0 %, 0 %, [N/A], 0
2025/05/31 21:31:59.340, 0 %, 0 %, [N/A], 0
2025/05/31 21:32:04.343, 0 %, 0 %, [N/A], 0
2025/05/31 21:32:09.347, 0 %, 0 %, [N/A], 0
2025/05/31 21:32:14.350, 0 %, 0 %, [N/A], 0
2025/05/31 21:32:19.354, 0 %, 0 %, [N/A], 0
2025/05/31 21:32:24.358, 0 %, 0 %, [N/A], 0
2025/05/31 21:32:29.363, 0 %, 0 %, [N/A], 0
2025/05/31 21:32:34.367, 0 %, 0 %, [N/A], 0
2025/05/31 21:32:39.372, 0 %, 0 %, [N/A], 0
2025/05/31 21:32:44.376, 0 %, 0 %, [N/A], 0
2025/05/31 21:32:49.379, 0 %, 0 %, [N/A], 0
2025/05/31 21:32:54.382, 0 %, 0 %, [N/A], 0
2025/05/31 21:32:59.388, 0 %, 0 %, [N/A], 0
2025/05/31 21:33:04.391, 0 %, 0 %, [N/A], 0
2025/05/31 21:33:09.397, 0 %, 0 %, [N/A], 0
2025/05/31 21:33:14.401, 0 %, 0 %, [N/A], 0
2025/05/31 21:33:19.405, 0 %, 0 %, [N/A], 0
2025/05/31 21:33:24.409, 0 %, 0 %, [N/A], 0
2025/05/31 21:33:29.413, 0 %, 0 %, [N/A], 0
2025/05/31 21:33:34.416, 0 %, 0 %, [N/A], 0
2025/05/31 21:33:39.421, 0 %, 0 %, [N/A], 0
2025/05/31 21:33:44.424, 0 %, 0 %, [N/A], 0
2025/05/31 21:33:49.427, 0 %, 0 %, [N/A], 0
2025/05/31 21:33:54.431, 0 %, 0 %, [N/A], 0
2025/05/31 21:33:59.435, 0 %, 0 %, [N/A], 0
2025/05/31 21:34:04.439, 0 %, 0 %, [N/A], 0
2025/05/31 21:34:09.443, 0 %, 0 %, [N/A], 0
2025/05/31 21:34:14.445, 0 %, 0 %, [N/A], 0
2025/05/31 21:34:19.449, 0 %, 0 %, [N/A], 0
2025/05/31 21:34:24.452, 0 %, 0 %, [N/A], 0
2025/05/31 21:34:29.456, 0 %, 0 %, [N/A], 0
